IT1cds1	PJE75574.1	28.788	66	40	1	18	83	34	92	0.009	43.9	138	124	53	53	hypothetical protein COV04_04060 [Candidatus Uhrbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_48_11]	bacteria	1975037	Candidatus Uhrbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_48_11	Bacteria
IT1cds1	OPX35469.1	30.435	69	38	2	18	84	8	68	0.030	41.6	87	124	54	54	hypothetical protein B1H12_08860 [Desulfobacteraceae bacterium 4484_190.2]	d-proteobacteria	1956168	Desulfobacteraceae bacterium 4484_190.2	Bacteria
IT1cds1	AJP48011.1	31.579	76	49	1	18	93	25	97	1.8	37.4	113	124	61	61	hypothetical protein PG1C_05170 [Rugosibacter aromaticivorans]	b-proteobacteria	1565605	Rugosibacter aromaticivorans	Bacteria
IT1cds1	EXI71419.1	31.250	80	50	3	11	89	10	85	3.6	36.2	105	124	64	64	hypothetical protein AW07_03648 [Candidatus Accumulibacter sp. SK-11]	b-proteobacteria	1454000	Candidatus Accumulibacter sp. SK-11	Bacteria
IT1cds1	GBG65365.1	32.759	58	37	1	13	70	14	69	4.5	37.4	616	124	47	47	hypothetical protein CBR_g50726 [Chara braunii]	green plants	69332	Chara braunii	Eukaryota
IT1cds1	GBG65364.1	32.759	58	37	1	13	70	252	307	4.7	37.4	854	124	47	47	hypothetical protein CBR_g50726 [Chara braunii]	green plants	69332	Chara braunii	Eukaryota
IT1cds1	OHT13371.1	34.483	58	30	2	10	67	73	122	5.4	37.0	418	124	47	47	hypothetical protein TRFO_16461 [Tritrichomonas foetus]	eukaryotes	1144522	Tritrichomonas foetus	Eukaryota
IT1cds1	OHD85010.1	29.487	78	48	3	26	100	53	126	5.5	37.0	217	124	60	60	hypothetical protein A2Y52_02190 [Sulfuricurvum sp. RIFCSPLOWO2_02_43_6]	e-proteobacteria	1802244	Sulfuricurvum sp. RIFCSPLOWO2_02_43_6	Bacteria
IT1cds1	OGS97066.1	29.487	78	48	3	26	100	56	129	5.9	37.0	220	124	60	60	hypothetical protein A3H31_08360 [Gallionellales bacterium RIFCSPLOWO2_02_FULL_57_47]	b-proteobacteria	1798251;1798254	Gallionellales bacterium RIFCSPHIGHO2_02_FULL_57_16;Gallionellales bacterium RIFCSPLOWO2_02_FULL_57_47	Bacteria
IT1cds1	SPJ16413.1	32.857	70	40	2	17	79	24	93	6.3	35.8	110	124	51	51	hypothetical protein SBDP2_90008 [Syntrophobacter sp. SbD2]	d-proteobacteria	2043168	Syntrophobacter sp. SbD2	Bacteria
