BOT2cds1	WP_003622701.1	91.603	131	11	0	1	131	1	131	6.84e-81	252	396	131	100	100	elongation factor Tu [Acetobacter pasteurianus]	a-proteobacteria	438;481145;634452;634453;634454;634455;634456;634457;634458;634459;940265;1006554;1266844	Acetobacter pasteurianus;Acetobacter pasteurianus subsp. pasteurianus;Acetobacter pasteurianus IFO 3283-01;Acetobacter pasteurianus IFO 3283-03;Acetobacter pasteurianus IFO 3283-07;Acetobacter pasteurianus IFO 3283-22;Acetobacter pasteurianus IFO 3283-26;Acetobacter pasteurianus IFO 3283-32;Acetobacter pasteurianus IFO 3283-01-42C;Acetobacter pasteurianus IFO 3283-12;Acetobacter pasteurianus subsp. pasteurianus LMG 1262 = NBRC 106471;Acetobacter pasteurianus NBRC 101655;Acetobacter pasteurianus 386B	Bacteria
BOT2cds2	BBA71284.1	73.266	692	184	1	1	691	1	692	0.0	1061	692	691	100	100	Elongation factor G [Geobacter sulfurreducens]	d-proteobacteria	35554	Geobacter sulfurreducens	Bacteria
BOT2cds3	WP_046021916.1	71.154	156	45	0	1	156	1	156	4.56e-78	238	156	156	100	100	30S ribosomal protein S7 [Magnetospira sp. QH-2]	a-proteobacteria	1288970	Magnetospira sp. QH-2	Bacteria
BOT2cds4	WP_097281809.1	84.553	123	19	0	1	123	1	123	1.90e-72	221	123	123	100	100	30S ribosomal protein S12 [Caenispirillum bisanense]	a-proteobacteria	414052	Caenispirillum bisanense	Bacteria
BOT2cds5	WP_007678361.1	68.238	1379	405	10	1	1366	1	1359	0.0	1910	1390	1376	99	99	DNA-directed RNA polymerase subunit beta' [alpha proteobacterium BAL199]	a-proteobacteria	331869	alpha proteobacterium BAL199	Bacteria
BOT2cds6	WP_043647243.1	67.193	1393	424	6	1	1363	1	1390	0.0	1912	1391	1364	99	99	DNA-directed RNA polymerase subunit beta [Caenispirillum salinarum]	a-proteobacteria	859058	Caenispirillum salinarum	Bacteria
BOT2cds7	WP_043101840.1	76.984	126	29	0	1	126	1	126	1.67e-42	145	126	126	100	100	50S ribosomal protein L7/L12 [Oleiagrimonas soli]	g-proteobacteria	1543381	Oleiagrimonas soli	Bacteria
BOT2cds8	PLX78893.1	48.235	170	87	1	1	169	1	170	3.32e-49	166	172	174	97	97	50S ribosomal protein L10 [Desulfuromonas sp.]	d-proteobacteria	892	Desulfuromonas sp.	Bacteria
BOT2cds9	KPK52413.1	66.818	220	72	1	6	225	6	224	3.93e-101	302	232	229	96	96	50S ribosomal protein L1 [Myxococcales bacterium SG8_38_1]	d-proteobacteria	1703408	Myxococcales bacterium SG8_38_1	Bacteria
BOT2cds10	WP_094410683.1	69.231	143	44	0	1	143	1	143	5.02e-68	211	143	143	100	100	50S ribosomal protein L11 [Elstera cyanobacteriorum]	a-proteobacteria	2022747	Elstera cyanobacteriorum	Bacteria
BOT2cds11	WP_029007692.1	67.614	176	57	0	1	176	1	176	1.50e-87	263	176	176	100	100	transcription termination/antitermination protein NusG [Azospirillum halopraeferens]	a-proteobacteria	34010	Azospirillum halopraeferens	Bacteria
BOT2cds12	SFN11423.1	50.725	69	30	1	8	72	14	82	1.49e-13	68.6	82	72	90	90	preprotein translocase subunit SecE [Thermodesulforhabdus norvegica]	d-proteobacteria	39841	Thermodesulforhabdus norvegica	Bacteria
BOT2cds13	SDG48212.1	82.424	165	29	0	4	168	1	165	5.07e-98	293	165	261	63	63	translation elongation factor TU, partial [Thalassobaculum litoreum DSM 18839]	a-proteobacteria	1123362	Thalassobaculum litoreum DSM 18839	Bacteria
BOT2cds14	WP_109995466.1	39.130	92	53	1	44	135	241	329	7.37e-10	65.9	332	138	67	67	cell envelope integrity protein TolA [Salinisphaera sp. LB1]	g-proteobacteria	2183911	Salinisphaera sp. LB1	Bacteria
BOT2cds15	WP_026358533.1	47.204	447	211	10	49	489	7	434	8.97e-127	385	434	489	90	90	Tol-Pal system protein TolB [Aureimonas ureilytica]	a-proteobacteria	401562	Aureimonas ureilytica	Bacteria
BOT2cds16	CDB40828.1	51.969	127	57	2	60	183	18	143	7.64e-39	139	151	188	66	66	pEPTIDOGLYCAN-ASSOCIATED LIPOPROTEIN (Pal) [Azospirillum sp. CAG:260]	a-proteobacteria	1262706;1896971	Azospirillum sp. CAG:260;Azospirillum sp. 47_25	Bacteria
BOT2cds17	KPV41260.1	47.244	127	67	0	174	300	90	216	4.15e-34	134	224	314	40	40	hypothetical protein AN478_04115 [Thiohalorhabdus denitrificans]	g-proteobacteria	381306	Thiohalorhabdus denitrificans	Bacteria
BOT2cds18	WP_045581832.1	62.996	227	79	2	2	223	7	233	3.19e-94	285	238	230	97	97	7-cyano-7-deazaguanine synthase QueC [Azospirillum thiophilum]	a-proteobacteria	528244	Azospirillum thiophilum	Bacteria
BOT2cds19	WP_008961844.1	45.113	266	134	5	26	283	36	297	6.49e-43	161	362	337	77	77	tRNA lysidine(34) synthetase TilS [Bradyrhizobium sp. STM 3809]	a-proteobacteria	551936	Bradyrhizobium sp. STM 3809	Bacteria
BOT2cds20	WP_039644431.1	66.555	595	196	3	13	606	1	593	0.0	845	610	684	87	87	MULTISPECIES: ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein [Geobacter]	d-proteobacteria	28231;1340425;1510391	Geobacter;Geobacter anodireducens;Geobacter soli	Bacteria
BOT2cds21	WP_100312456.1	56.786	280	115	4	112	391	7	280	8.05e-89	279	299	391	72	72	dihydropteroate synthase [Xanthomonadaceae bacterium NML120232]	g-proteobacteria	2032575	Xanthomonadaceae bacterium NML120232	Bacteria
BOT2cds22	WP_028970418.1	59.284	447	179	1	11	457	3	446	0.0	534	446	460	97	97	phosphoglucosamine mutase [Sphingomonas sp. URHD0057]	a-proteobacteria	1380389	Sphingomonas sp. URHD0057	Bacteria
BOT2cds23	WP_077278762.1	67.085	638	210	0	7	644	1	638	0.0	915	643	647	99	99	threonine--tRNA ligase [Thioalkalivibrio denitrificans]	g-proteobacteria	108003	Thioalkalivibrio denitrificans	Bacteria
BOT2cds24	WP_078540547.1	62.745	153	57	0	1	153	27	179	7.47e-67	210	180	159	96	96	MULTISPECIES: translation initiation factor IF-3 [Thioclava]	a-proteobacteria	285107;1915314;1915317;1915319	Thioclava;Thioclava sp. DLFJ5-1;Thioclava sp. F36-7;Thioclava sediminum	Bacteria
BOT2cds25	PIE60761.1	73.016	63	17	0	1	63	1	63	6.07e-25	96.7	65	65	97	97	50S ribosomal protein L35 [Desulfobulbus propionicus]	d-proteobacteria	894	Desulfobulbus propionicus	Bacteria
BOT2cds26	OJV47056.1	69.231	117	36	0	1	117	1	117	1.87e-53	172	119	117	100	100	50S ribosomal protein L20 [Alphaproteobacteria bacterium 43-37]	a-proteobacteria	1895707	Alphaproteobacteria bacterium 43-37	Bacteria
BOT2cds27	WP_016353107.1	62.941	340	121	1	36	375	1	335	5.19e-156	451	339	381	89	89	phenylalanine--tRNA ligase subunit alpha [Spiribacter salinus]	g-proteobacteria	1260251;1335746	Spiribacter salinus M19-40;Spiribacter salinus	Bacteria
