BOT1cds1	WP_105417456.1	22.222	153	113	4	6	155	4	153	8.31e-04	49.7	200	217	69	69	hypothetical protein [Neorhizobium sp. T25_27]	a-proteobacteria	2093831	Neorhizobium sp. T25_27	Bacteria
BOT1cds2	WP_105417458.1	29.779	272	174	7	8	272	8	269	2.28e-30	124	276	275	96	96	hypothetical protein [Neorhizobium sp. T25_27]	a-proteobacteria	2093831	Neorhizobium sp. T25_27	Bacteria
BOT1cds3	PLY14434.1	55.556	1017	452	0	1	1017	1	1017	0.0	1133	1030	1021	99	99	AcrB/AcrD/AcrF family protein [Sedimenticola sp.]	g-proteobacteria	1940285	Sedimenticola sp.	Bacteria
BOT1cds4	WP_029134727.1	34.615	312	204	0	24	335	26	337	1.25e-54	191	340	349	89	89	efflux RND transporter periplasmic adaptor subunit [Sedimenticola selenatireducens]	g-proteobacteria	191960	Sedimenticola selenatireducens	Bacteria
BOT1cds5	WP_007759568.1	26.389	144	89	5	50	191	395	523	1.0	42.0	527	255	56	56	beta-hexosaminidase [Bacteroides finegoldii]	CFB group bacteria	338188;997888	Bacteroides finegoldii;Bacteroides finegoldii CL09T03C10	Bacteria
BOT1cds6	WP_068386266.1	64.516	62	22	0	1	62	1	62	6.11e-17	76.6	73	68	91	91	DUF433 domain-containing protein [Leptolyngbya sp. NIES-3755]	cyanobacteria	1752064	Leptolyngbya sp. NIES-3755	Bacteria
BOT1cds7	OGA44947.1	41.818	110	58	2	3	110	1	106	1.44e-14	74.7	106	145	74	74	hypothetical protein A3F74_16960 [Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58]	b-proteobacteria	1797497	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58	Bacteria
BOT1cds8	ODJ87876.1	63.918	194	70	0	24	217	29	222	1.13e-87	267	222	217	89	89	hypothetical protein CODIS_19840 [Candidatus Thiodiazotropha endolucinida]	g-proteobacteria	1655433	Candidatus Thiodiazotropha endolucinida	Bacteria
BOT1cds9	ADW12454.1	33.660	306	169	8	8	298	35	321	3.41e-11	75.9	1466	360	96	81	hypothetical protein GM18_0977 [Geobacter sp. M18]	d-proteobacteria	443143	Geobacter sp. M18	Bacteria
BOT1cds10	PLX90713.1	46.358	453	226	6	1	452	1	437	2.03e-130	395	440	504	90	90	ribosome biogenesis GTPase Der [Desulfuromonas sp.]	d-proteobacteria	892	Desulfuromonas sp.	Bacteria
